start_city,start_state,destination_city,destination_state,distance_km,vehicle_type,fuel_type,mileage,fuel_price,passengers,departure_hour,month,traffic_level,weather_condition,toll_cost,parking_cost,estimated_time_minutes,fuel_consumption_litres,total_trip_cost,cost_per_km,cost_band
Chhatarpur,Madhya Pradesh,Deoria,Uttar Pradesh,531.33,SUV,Petrol,9.82,114.91,2,20,7,Medium,Cloudy,656.48,60.0,553.84,56.542,7645.77,14.39,Poor
Chhatarpur,Madhya Pradesh,Deoria,Uttar Pradesh,546.75,Sedan,Diesel,16.81,105.03,3,21,9,High,Rain,697.71,40.0,689.67,37.892,5137.4,9.396,Average
Chhatarpur,Madhya Pradesh,Deoria,Uttar Pradesh,566.01,SUV,Petrol,11.15,114.97,2,18,8,High,Clear,859.91,40.0,733.98,59.139,8081.85,14.279,Poor
Ambur,Tamil Nadu,Tirunelveli,Tamil Nadu,599.04,Hatchback,CNG,15.21,86.12,4,20,6,Medium,Cloudy,949.24,150.0,651.02,41.157,4991.69,8.333,Good
Ambur,Tamil Nadu,Tirunelveli,Tamil Nadu,605.09,Hatchback,CNG,13.9,86.39,1,22,9,Medium,Rain,754.28,150.0,639.37,45.491,5225.48,8.636,Good
Ambur,Tamil Nadu,Tirunelveli,Tamil Nadu,520.43,Sedan,Diesel,15.63,99.87,3,17,8,High,Rain,370.47,40.0,689.4,38.791,4687.31,9.007,Good
Ambur,Tamil Nadu,Tirunelveli,Tamil Nadu,553.18,Hatchback,Petrol,16.9,110.7,3,14,3,Medium,Rain,914.47,60.0,584.73,34.206,5036.31,9.104,Average
Ambur,Tamil Nadu,Tirunelveli,Tamil Nadu,608.56,Sedan,Petrol,15.1,107.18,5,12,3,High,Rain,448.73,0.0,734.05,46.952,5983.43,9.832,Average
Siwan,Bihar,Loni,Uttar Pradesh,988.52,Hatchback,Diesel,22.29,101.59,3,5,12,High,Clear,1228.52,0.0,1292.25,51.666,6979.12,7.06,Excellent
Siwan,Bihar,Loni,Uttar Pradesh,911.0,Hatchback,CNG,16.56,84.86,5,14,12,Medium,Clear,888.49,150.0,1007.57,57.488,6443.16,7.073,Excellent
Siwan,Bihar,Loni,Uttar Pradesh,863.71,Hatchback,Petrol,18.3,108.03,4,4,4,Low,Cloudy,1068.23,60.0,787.41,44.554,6502.01,7.528,Excellent
Siwan,Bihar,Loni,Uttar Pradesh,910.69,Hatchback,Diesel,21.6,100.16,2,17,3,Medium,Clear,1625.57,80.0,929.57,44.059,6537.42,7.179,Excellent
Siwan,Bihar,Loni,Uttar Pradesh,911.39,Sedan,Petrol,14.39,106.74,5,2,6,Low,Clear,963.62,0.0,873.82,59.788,7995.61,8.773,Good
Jabalpur,Madhya Pradesh,Khurja,Uttar Pradesh,730.3,Hatchback,CNG,16.95,87.28,4,9,1,Medium,Fog,692.42,80.0,753.0,45.024,5175.89,7.087,Excellent
Jabalpur,Madhya Pradesh,Khurja,Uttar Pradesh,730.57,SUV,Diesel,10.95,107.12,5,15,2,High,Rain,1044.08,0.0,943.03,77.727,10035.24,13.736,Poor
Jabalpur,Madhya Pradesh,Khurja,Uttar Pradesh,700.38,Sedan,Diesel,17.45,102.26,2,11,6,Medium,Rain,654.09,150.0,750.61,41.943,5495.46,7.846,Excellent
Jabalpur,Madhya Pradesh,Khurja,Uttar Pradesh,852.37,SUV,Petrol,12.18,111.91,3,17,10,Medium,Cloudy,951.89,150.0,915.35,73.13,9944.59,11.667,Poor
Jabalpur,Madhya Pradesh,Khurja,Uttar Pradesh,795.11,Sedan,Diesel,19.54,105.75,2,10,3,High,Clear,1085.33,80.0,970.15,47.405,6634.31,8.344,Good
Rajamahendravaram,Andhra Pradesh,Gundupalaiyam,Puducherry,759.57,SUV,Petrol,13.27,114.15,1,10,11,High,Clear,1172.43,60.0,995.45,66.684,9516.31,12.529,Poor
Rajamahendravaram,Andhra Pradesh,Gundupalaiyam,Puducherry,735.24,Sedan,Diesel,18.99,104.13,5,21,6,Medium,Clear,785.17,0.0,785.01,40.459,5443.35,7.404,Excellent
Rajamahendravaram,Andhra Pradesh,Gundupalaiyam,Puducherry,749.5,SUV,CNG,9.45,88.14,4,3,7,Medium,Cloudy,1090.81,40.0,782.02,82.881,9076.9,12.111,Poor
Rajamahendravaram,Andhra Pradesh,Gundupalaiyam,Puducherry,755.49,Sedan,Petrol,14.44,114.63,4,2,10,Low,Clear,1071.53,0.0,675.49,49.389,7312.22,9.679,Average
Rajamahendravaram,Andhra Pradesh,Gundupalaiyam,Puducherry,784.28,Sedan,CNG,16.67,89.23,3,4,1,Low,Fog,802.61,80.0,735.3,44.413,5362.29,6.837,Excellent
Jalna,Maharashtra,Uppal Kalan,Telangana,513.27,Hatchback,Petrol,20.72,114.17,4,15,6,Medium,Fog,395.93,0.0,548.59,25.886,3664.96,7.14,Excellent
Jalna,Maharashtra,Uppal Kalan,Telangana,473.77,Hatchback,Diesel,18.81,105.29,4,3,6,Medium,Rain,693.58,120.0,485.26,26.321,3896.02,8.223,Good
Jalna,Maharashtra,Uppal Kalan,Telangana,536.52,Sedan,Diesel,15.83,102.36,5,3,8,Low,Rain,480.32,0.0,512.57,31.995,4079.88,7.604,Excellent
Jalna,Maharashtra,Uppal Kalan,Telangana,505.68,Hatchback,Petrol,19.29,108.35,4,15,1,Low,Fog,613.04,60.0,475.88,24.747,3666.28,7.25,Excellent
Jalna,Maharashtra,Uppal Kalan,Telangana,518.77,Hatchback,Petrol,21.03,110.02,1,14,1,Medium,Clear,762.26,80.0,538.58,25.778,3996.77,7.704,Excellent
Mau,Uttar Pradesh,Kalol,Gujarat,1305.79,Sedan,Petrol,15.93,105.64,4,1,10,Low,Cloudy,1365.29,60.0,1233.51,77.38,10363.3,7.936,Excellent
Mau,Uttar Pradesh,Kalol,Gujarat,1443.05,Hatchback,Petrol,20.34,102.02,5,13,6,High,Rain,2158.91,60.0,1865.97,82.653,11346.48,7.863,Excellent
Mau,Uttar Pradesh,Kalol,Gujarat,1267.1,Hatchback,CNG,14.54,81.71,5,6,4,Medium,Clear,1757.07,0.0,1320.64,91.067,9960.75,7.861,Excellent
Mau,Uttar Pradesh,Kalol,Gujarat,1457.96,SUV,Petrol,12.84,102.28,5,21,5,High,Cloudy,1352.18,60.0,1918.27,132.284,16176.2,11.095,Poor
Mau,Uttar Pradesh,Kalol,Gujarat,1347.07,Sedan,Petrol,14.7,106.22,4,22,4,Low,Clear,1700.08,80.0,1224.28,86.506,12002.93,8.91,Good
Kanpur Cantonment,Uttar Pradesh,Churu,Rajasthan,679.77,Sedan,Diesel,15.21,98.25,5,15,5,High,Cloudy,811.74,0.0,849.58,52.067,6381.68,9.388,Average
Kanpur Cantonment,Uttar Pradesh,Churu,Rajasthan,827.03,Hatchback,Petrol,17.57,106.51,3,18,8,Medium,Rain,923.28,40.0,834.04,49.189,6691.2,8.091,Good
Kanpur Cantonment,Uttar Pradesh,Churu,Rajasthan,685.67,Sedan,Diesel,18.18,97.83,5,19,2,High,Clear,1291.35,150.0,840.53,43.939,6277.69,9.156,Average
Kanpur Cantonment,Uttar Pradesh,Churu,Rajasthan,730.26,Hatchback,Petrol,14.84,105.74,5,20,11,Medium,Clear,905.49,60.0,776.49,51.423,6850.95,9.382,Average
Kanpur Cantonment,Uttar Pradesh,Churu,Rajasthan,670.35,Sedan,Diesel,16.82,98.77,4,2,7,Low,Clear,1278.23,0.0,632.31,37.622,5479.53,8.174,Good
Malappuram,Kerala,Palakkad,Kerala,77.21,Sedan,Petrol,15.67,110.58,3,13,3,Medium,Clear,54.97,150.0,81.35,5.149,834.11,10.803,Poor
Malappuram,Kerala,Palakkad,Kerala,83.94,Hatchback,Diesel,22.36,101.53,4,2,9,Low,Clear,134.53,0.0,75.56,3.544,546.19,6.507,Excellent
Malappuram,Kerala,Palakkad,Kerala,80.24,SUV,Petrol,12.07,110.25,1,20,4,Medium,Cloudy,83.87,60.0,85.35,6.947,982.24,12.241,Poor
Malappuram,Kerala,Palakkad,Kerala,79.28,Sedan,Petrol,15.17,109.24,4,20,9,High,Rain,141.12,150.0,101.77,6.088,1019.03,12.854,Poor
Malappuram,Kerala,Palakkad,Kerala,82.83,Hatchback,Diesel,17.64,102.04,1,13,3,Medium,Clear,110.13,120.0,84.11,4.907,777.28,9.384,Average
Hazaribagh,Jharkhand,Darbhanga,Bihar,299.96,SUV,Diesel,12.24,95.96,1,1,9,Medium,Clear,409.8,60.0,324.22,25.609,3147.49,10.493,Poor
Hazaribagh,Jharkhand,Darbhanga,Bihar,290.57,Sedan,Petrol,13.93,106.07,5,9,10,Medium,Cloudy,191.92,120.0,310.57,21.798,2809.68,9.67,Average
Hazaribagh,Jharkhand,Darbhanga,Bihar,312.17,Sedan,Petrol,14.55,106.4,5,3,9,Low,Rain,444.12,120.0,286.27,20.254,2938.82,9.414,Average
Hazaribagh,Jharkhand,Darbhanga,Bihar,329.58,Hatchback,Petrol,20.4,108.33,3,23,2,Low,Clear,514.43,80.0,305.62,15.251,2410.09,7.313,Excellent
Hazaribagh,Jharkhand,Darbhanga,Bihar,312.58,Sedan,Diesel,19.78,100.05,2,8,1,High,Clear,294.89,120.0,379.66,18.41,2431.3,7.778,Excellent
Dinapur Nizamat,Bihar,Dhamtari,Chhattisgarh,838.94,Sedan,Petrol,15.55,109.2,2,11,7,High,Rain,1074.95,40.0,1101.89,62.853,8662.38,10.325,Average
Dinapur Nizamat,Bihar,Dhamtari,Chhattisgarh,827.77,Sedan,Petrol,16.42,108.39,3,10,6,High,Rain,743.82,80.0,1084.79,58.73,7739.98,9.35,Average
Dinapur Nizamat,Bihar,Dhamtari,Chhattisgarh,826.3,Hatchback,Diesel,22.49,104.37,5,4,3,Low,Clear,1101.42,40.0,762.66,34.683,5241.27,6.343,Excellent
Dinapur Nizamat,Bihar,Dhamtari,Chhattisgarh,801.29,Sedan,Petrol,12.9,110.06,4,4,5,Low,Clear,792.18,40.0,738.96,58.637,7816.42,9.755,Average
Dinapur Nizamat,Bihar,Dhamtari,Chhattisgarh,1015.45,Hatchback,Petrol,20.21,106.36,3,9,7,High,Cloudy,1773.56,0.0,1254.29,58.535,8492.57,8.363,Good
Titagarh,West Bengal,Krishnanagar,West Bengal,92.48,SUV,CNG,11.99,88.85,1,8,9,Low,Cloudy,110.87,120.0,83.59,7.281,956.37,10.341,Average
Titagarh,West Bengal,Krishnanagar,West Bengal,90.05,SUV,Petrol,9.81,112.15,1,18,4,High,Clear,148.93,120.0,114.61,10.694,1554.0,17.257,Poor
Titagarh,West Bengal,Krishnanagar,West Bengal,91.09,Hatchback,Petrol,15.94,112.86,3,4,11,Low,Rain,109.62,150.0,83.5,5.395,914.21,10.036,Average
Titagarh,West Bengal,Krishnanagar,West Bengal,86.58,Sedan,Petrol,12.59,113.59,2,14,9,Low,Cloudy,133.6,60.0,77.66,6.492,994.05,11.481,Poor
Titagarh,West Bengal,Krishnanagar,West Bengal,83.88,Hatchback,CNG,16.38,89.42,5,17,2,Medium,Clear,86.39,0.0,84.98,5.351,607.96,7.248,Excellent
Rudrapur,Uttarakhand,Barnala,Punjab,535.88,Hatchback,Petrol,19.87,104.46,2,23,9,Low,Rain,726.55,80.0,492.84,25.459,3818.66,7.126,Excellent
Rudrapur,Uttarakhand,Barnala,Punjab,481.72,Sedan,Diesel,19.9,97.15,5,1,4,Low,Clear,540.46,80.0,450.31,22.851,3113.21,6.463,Excellent
Rudrapur,Uttarakhand,Barnala,Punjab,475.48,SUV,Petrol,12.56,101.17,4,14,11,Medium,Cloudy,611.36,150.0,503.66,39.56,5172.79,10.879,Poor
Rudrapur,Uttarakhand,Barnala,Punjab,464.64,SUV,Petrol,11.92,106.12,2,17,10,Medium,Clear,786.54,60.0,507.2,40.734,5539.54,11.922,Poor
Rudrapur,Uttarakhand,Barnala,Punjab,488.23,SUV,CNG,10.62,79.81,4,3,7,Low,Rain,777.85,80.0,426.29,43.398,4671.32,9.568,Average
Chandigarh,Chandigarh,Bahadurgarh,Haryana,291.13,Sedan,CNG,15.19,78.88,2,3,2,Low,Clear,273.71,0.0,273.05,18.093,1876.35,6.445,Excellent
Chandigarh,Chandigarh,Bahadurgarh,Haryana,274.43,Sedan,Petrol,17.5,101.74,4,4,8,Low,Cloudy,402.44,120.0,258.03,14.804,2214.92,8.071,Good
Chandigarh,Chandigarh,Bahadurgarh,Haryana,307.02,Sedan,Petrol,13.36,100.63,4,12,7,Low,Rain,521.93,150.0,279.17,21.694,3104.02,10.11,Average
Chandigarh,Chandigarh,Bahadurgarh,Haryana,256.73,Sedan,Diesel,14.02,95.32,5,18,7,Medium,Clear,217.15,0.0,277.97,19.136,2212.25,8.617,Good
Chandigarh,Chandigarh,Bahadurgarh,Haryana,303.41,Hatchback,Petrol,17.68,99.54,3,2,4,Medium,Cloudy,583.04,60.0,325.14,17.933,2635.19,8.685,Good
Puri,Odisha,Srikakulam,Andhra Pradesh,300.71,Hatchback,Petrol,17.73,108.72,3,15,3,Medium,Clear,698.05,40.0,325.22,17.724,2810.99,9.348,Average
Puri,Odisha,Srikakulam,Andhra Pradesh,314.79,Sedan,Diesel,18.17,98.06,5,4,11,Low,Rain,468.18,120.0,280.85,16.355,2370.89,7.532,Excellent
Puri,Odisha,Srikakulam,Andhra Pradesh,352.55,Sedan,Petrol,17.48,107.03,4,11,4,High,Clear,408.97,120.0,447.31,23.497,3279.13,9.301,Average
Puri,Odisha,Srikakulam,Andhra Pradesh,345.15,Sedan,Petrol,13.61,107.53,3,21,6,High,Clear,582.72,150.0,448.97,29.544,4170.22,12.082,Poor
Puri,Odisha,Srikakulam,Andhra Pradesh,288.73,Sedan,Diesel,16.23,97.0,5,7,3,Low,Clear,436.28,60.0,277.96,16.794,2337.71,8.097,Good
Hazaribagh,Jharkhand,Hugli,West Bengal,427.84,Hatchback,Petrol,19.05,106.08,5,10,5,High,Clear,764.13,80.0,520.44,26.164,3854.11,9.008,Good
Hazaribagh,Jharkhand,Hugli,West Bengal,411.96,Sedan,Petrol,13.13,103.49,3,17,11,Medium,Fog,526.66,0.0,442.58,32.787,4169.04,10.12,Average
Hazaribagh,Jharkhand,Hugli,West Bengal,411.09,Sedan,Diesel,16.5,97.66,4,20,9,High,Rain,501.14,150.0,534.03,29.025,3793.39,9.228,Average
Hazaribagh,Jharkhand,Hugli,West Bengal,360.71,Sedan,Diesel,17.73,98.81,5,11,9,High,Cloudy,473.7,80.0,437.97,23.701,3123.2,8.658,Good
Hazaribagh,Jharkhand,Hugli,West Bengal,412.57,Hatchback,Diesel,21.62,101.41,1,12,8,Medium,Rain,626.71,80.0,419.6,19.942,2932.95,7.109,Excellent
Guntakal,Andhra Pradesh,Ramgundam,Telangana,544.37,SUV,Diesel,9.82,102.85,2,3,7,Low,Rain,662.32,60.0,483.83,52.33,6574.0,12.076,Poor
Guntakal,Andhra Pradesh,Ramgundam,Telangana,550.55,Sedan,Diesel,19.91,103.14,3,3,12,Medium,Fog,762.87,60.0,557.91,28.896,4251.52,7.722,Excellent
Guntakal,Andhra Pradesh,Ramgundam,Telangana,536.49,Hatchback,Petrol,17.74,110.55,1,10,8,High,Rain,1076.79,120.0,667.47,35.232,5374.17,10.017,Average
Guntakal,Andhra Pradesh,Ramgundam,Telangana,512.82,SUV,Petrol,13.89,110.39,5,13,11,Medium,Clear,422.78,0.0,566.65,38.581,5189.99,10.12,Average
Guntakal,Andhra Pradesh,Ramgundam,Telangana,543.21,Sedan,Diesel,17.78,103.96,1,9,5,High,Clear,620.93,0.0,652.0,35.593,4756.42,8.756,Good
Rishra,West Bengal,Krishnanagar,West Bengal,87.28,SUV,Petrol,10.43,111.87,3,1,1,Low,Fog,120.27,60.0,84.1,7.9,1129.48,12.941,Poor
Rishra,West Bengal,Krishnanagar,West Bengal,100.3,Sedan,Diesel,14.13,108.26,4,13,6,Medium,Rain,141.65,150.0,104.33,7.418,1163.35,11.599,Poor
Rishra,West Bengal,Krishnanagar,West Bengal,91.3,SUV,Petrol,9.06,111.86,2,11,4,Low,Clear,110.32,150.0,87.78,9.513,1387.59,15.198,Poor
Rishra,West Bengal,Krishnanagar,West Bengal,93.06,Hatchback,Petrol,14.79,112.25,1,6,1,Low,Fog,113.94,150.0,81.27,5.94,984.93,10.584,Poor
Rishra,West Bengal,Krishnanagar,West Bengal,106.57,Sedan,Petrol,15.06,115.4,4,9,7,Medium,Rain,134.33,150.0,115.83,7.395,1207.08,11.327,Poor
Navi Mumbai,Maharashtra,Satara,Maharashtra,211.88,Hatchback,Petrol,17.46,111.9,1,14,1,Low,Fog,339.96,150.0,192.58,11.456,1887.16,8.907,Good
Navi Mumbai,Maharashtra,Satara,Maharashtra,249.18,Hatchback,Diesel,16.2,106.19,5,8,6,High,Cloudy,399.28,60.0,329.17,17.919,2512.81,10.084,Average
Navi Mumbai,Maharashtra,Satara,Maharashtra,218.15,Sedan,Petrol,18.11,114.32,2,8,12,High,Clear,197.09,0.0,265.76,14.033,1968.13,9.022,Good
Navi Mumbai,Maharashtra,Satara,Maharashtra,207.6,Hatchback,Petrol,16.03,109.07,2,3,12,Low,Fog,320.13,150.0,194.54,12.225,1914.07,9.22,Average
Navi Mumbai,Maharashtra,Satara,Maharashtra,220.65,Sedan,Diesel,19.1,105.94,5,7,2,Medium,Clear,280.08,0.0,241.2,12.072,1702.42,7.715,Excellent
Sonipat,Haryana,Khanna,Punjab,263.55,SUV,Diesel,10.47,99.17,5,2,6,High,Cloudy,387.67,80.0,319.16,29.325,3621.52,13.741,Poor
Sonipat,Haryana,Khanna,Punjab,267.59,Hatchback,Petrol,17.59,106.36,2,10,1,High,Clear,359.75,120.0,335.31,17.723,2490.87,9.309,Average
Sonipat,Haryana,Khanna,Punjab,247.31,Hatchback,Petrol,15.66,104.16,1,4,9,Low,Rain,285.12,40.0,232.34,14.908,1992.94,8.058,Good
Sonipat,Haryana,Khanna,Punjab,266.9,Hatchback,Petrol,15.65,107.19,1,2,7,Low,Rain,309.08,150.0,256.2,16.099,2324.21,8.708,Good
Sonipat,Haryana,Khanna,Punjab,263.5,Hatchback,Petrol,16.62,103.27,1,22,11,Medium,Clear,502.36,120.0,281.76,16.568,2481.27,9.417,Average
Raurkela Industrial Township,Odisha,Sasaram,Bihar,384.55,Sedan,Diesel,16.82,99.76,2,2,12,Low,Clear,541.97,40.0,366.65,21.582,3020.97,7.856,Excellent
Raurkela Industrial Township,Odisha,Sasaram,Bihar,384.82,Sedan,Diesel,15.49,101.96,3,6,6,Medium,Rain,367.31,150.0,406.29,25.961,3446.75,8.957,Good
Raurkela Industrial Township,Odisha,Sasaram,Bihar,419.43,Sedan,Petrol,15.28,107.83,4,15,5,Medium,Rain,436.85,80.0,426.36,28.685,3881.3,9.254,Average
Raurkela Industrial Township,Odisha,Sasaram,Bihar,364.11,SUV,Petrol,13.7,107.94,1,5,10,Medium,Rain,505.03,80.0,370.13,27.773,3853.98,10.585,Poor
Raurkela Industrial Township,Odisha,Sasaram,Bihar,360.43,Sedan,Diesel,18.47,98.63,4,17,1,High,Fog,490.92,80.0,436.69,22.734,3068.43,8.513,Good
Amreli,Gujarat,Palwal,Haryana,1156.05,Sedan,Petrol,15.43,103.16,4,5,5,Medium,Clear,1663.69,80.0,1266.74,78.294,10607.45,9.176,Average
Amreli,Gujarat,Palwal,Haryana,1134.46,Sedan,Diesel,16.71,98.04,2,23,4,Low,Clear,1375.92,40.0,999.13,64.089,8474.41,7.47,Excellent
Amreli,Gujarat,Palwal,Haryana,1068.78,Hatchback,Petrol,14.93,107.68,3,6,2,Medium,Rain,2041.07,0.0,1128.95,74.807,10745.3,10.054,Average
Amreli,Gujarat,Palwal,Haryana,1299.33,Sedan,Petrol,14.35,107.29,2,4,8,Low,Clear,1409.18,80.0,1225.24,85.475,11438.39,8.803,Good
Amreli,Gujarat,Palwal,Haryana,1197.56,SUV,Petrol,10.37,104.41,5,3,7,Low,Fog,2011.01,40.0,1106.81,109.016,14585.78,12.18,Poor
Itarsi,Madhya Pradesh,Bundi,Rajasthan,453.94,Hatchback,Petrol,20.66,109.75,4,18,2,High,Cloudy,527.12,120.0,558.61,25.597,3765.19,8.294,Good
Itarsi,Madhya Pradesh,Bundi,Rajasthan,514.83,Hatchback,Petrol,14.63,109.22,5,17,2,High,Cloudy,903.45,60.0,681.04,40.996,5773.07,11.214,Poor
Itarsi,Madhya Pradesh,Bundi,Rajasthan,522.68,SUV,Diesel,11.54,101.43,5,22,6,Medium,Rain,599.01,60.0,527.04,47.331,5922.76,11.332,Poor
Itarsi,Madhya Pradesh,Bundi,Rajasthan,501.26,Hatchback,Petrol,19.27,114.38,3,11,5,Medium,Cloudy,892.89,80.0,545.18,27.183,4343.9,8.666,Good
Itarsi,Madhya Pradesh,Bundi,Rajasthan,463.77,Sedan,CNG,13.07,90.33,1,3,5,Low,Fog,384.31,0.0,412.15,33.496,3720.27,8.022,Good
Khurja,Uttar Pradesh,Burari,Delhi,111.25,Hatchback,Petrol,16.68,106.17,3,17,5,High,Clear,107.06,60.0,138.48,7.77,1051.27,9.45,Average
Khurja,Uttar Pradesh,Burari,Delhi,94.22,Hatchback,Diesel,16.91,93.82,3,6,9,Medium,Rain,146.39,0.0,98.56,5.823,754.67,8.01,Good
Khurja,Uttar Pradesh,Burari,Delhi,105.69,SUV,Diesel,10.83,93.58,2,16,2,High,Clear,135.54,60.0,133.54,11.369,1347.89,12.753,Poor
Khurja,Uttar Pradesh,Burari,Delhi,95.78,Sedan,Petrol,15.51,106.37,4,13,7,Low,Clear,142.69,150.0,91.96,5.83,992.35,10.361,Average
Khurja,Uttar Pradesh,Burari,Delhi,98.08,SUV,CNG,9.17,79.95,4,21,9,Medium,Cloudy,88.09,80.0,107.41,11.177,1140.66,11.63,Poor
Mango,Jharkhand,Raniganj,West Bengal,160.8,Sedan,Petrol,14.25,106.45,1,16,6,Low,Cloudy,256.63,80.0,141.8,10.652,1584.21,9.852,Average
Mango,Jharkhand,Raniganj,West Bengal,141.86,Hatchback,Diesel,21.68,97.58,1,5,3,Low,Fog,213.52,120.0,124.51,6.177,1012.24,7.135,Excellent
Mango,Jharkhand,Raniganj,West Bengal,154.71,Hatchback,Diesel,17.44,97.47,3,18,12,High,Clear,180.98,60.0,194.93,10.335,1329.39,8.593,Good
Mango,Jharkhand,Raniganj,West Bengal,156.58,Hatchback,Diesel,16.7,100.08,5,10,11,High,Clear,230.35,150.0,196.61,10.923,1575.43,10.062,Average
Mango,Jharkhand,Raniganj,West Bengal,150.53,Hatchback,Diesel,23.03,99.78,2,17,11,Medium,Cloudy,127.41,150.0,160.68,6.83,1055.0,7.009,Excellent
Uluberiya,West Bengal,Raniganj,West Bengal,170.37,Hatchback,Petrol,20.5,113.01,5,19,3,Medium,Clear,331.51,80.0,172.52,8.685,1480.4,8.689,Good
Uluberiya,West Bengal,Raniganj,West Bengal,218.19,Sedan,Petrol,16.21,110.99,3,21,7,High,Fog,279.11,120.0,262.45,15.681,2267.25,10.391,Average
Uluberiya,West Bengal,Raniganj,West Bengal,186.02,SUV,Petrol,8.82,112.43,2,0,2,Medium,Clear,233.05,150.0,201.86,22.04,2996.6,16.109,Poor
Uluberiya,West Bengal,Raniganj,West Bengal,183.05,Sedan,Diesel,17.34,106.02,4,2,7,Low,Rain,283.66,120.0,173.89,9.965,1606.14,8.774,Good
Uluberiya,West Bengal,Raniganj,West Bengal,204.8,SUV,CNG,9.03,90.38,4,3,3,High,Clear,181.2,150.0,259.43,26.422,2860.58,13.968,Poor
Shahjanpur,Uttar Pradesh,Karawalnagar,Delhi,308.52,Hatchback,Diesel,23.01,97.47,3,13,7,Medium,Rain,413.69,60.0,311.4,14.011,2041.52,6.617,Excellent
Shahjanpur,Uttar Pradesh,Karawalnagar,Delhi,337.61,Sedan,Diesel,16.79,94.2,2,9,12,High,Cloudy,538.87,80.0,422.88,23.426,3065.68,9.081,Average
Shahjanpur,Uttar Pradesh,Karawalnagar,Delhi,309.08,Hatchback,Diesel,17.84,97.61,5,19,7,High,Clear,562.82,0.0,395.14,20.184,2682.54,8.679,Good
Shahjanpur,Uttar Pradesh,Karawalnagar,Delhi,313.74,Sedan,Petrol,15.86,101.65,3,1,10,Low,Clear,180.68,40.0,298.98,18.674,2373.26,7.564,Excellent
Shahjanpur,Uttar Pradesh,Karawalnagar,Delhi,342.0,Sedan,Diesel,19.71,97.17,3,13,9,Medium,Rain,473.41,80.0,348.26,18.132,2515.1,7.354,Excellent
Ulhasnagar,Maharashtra,Gangavati,Karnataka,713.6,Hatchback,Petrol,18.0,114.15,5,21,8,High,Rain,1196.83,40.0,921.15,46.186,6922.04,9.7,Average
Ulhasnagar,Maharashtra,Gangavati,Karnataka,716.05,Sedan,Petrol,13.02,108.18,1,12,6,Low,Clear,1011.72,120.0,646.48,51.916,7171.38,10.015,Average
Ulhasnagar,Maharashtra,Gangavati,Karnataka,651.08,SUV,Diesel,15.59,100.78,4,16,8,Low,Rain,989.19,150.0,603.05,39.424,5595.17,8.594,Good
Ulhasnagar,Maharashtra,Gangavati,Karnataka,696.43,SUV,Petrol,10.27,112.48,2,4,7,High,Rain,625.68,80.0,859.39,79.001,10193.82,14.637,Poor
Ulhasnagar,Maharashtra,Gangavati,Karnataka,641.97,Sedan,Diesel,16.94,104.29,3,23,10,High,Clear,788.09,0.0,777.17,44.15,5840.08,9.097,Average
Yamuna Nagar,Haryana,Narela,Delhi,163.29,Sedan,Diesel,19.92,94.21,1,19,8,Medium,Rain,209.56,150.0,169.42,8.566,1270.76,7.782,Excellent
Yamuna Nagar,Haryana,Narela,Delhi,187.75,SUV,Petrol,13.85,104.61,4,21,1,Medium,Cloudy,257.13,80.0,191.28,14.166,1960.19,10.44,Average
Yamuna Nagar,Haryana,Narela,Delhi,188.38,Sedan,Petrol,12.61,102.65,1,12,6,Low,Rain,324.04,150.0,178.29,14.102,2068.66,10.981,Poor
Yamuna Nagar,Haryana,Narela,Delhi,177.67,Sedan,Petrol,15.8,106.41,4,2,12,Low,Cloudy,289.31,80.0,167.3,10.615,1633.72,9.195,Average
Yamuna Nagar,Haryana,Narela,Delhi,188.14,SUV,Petrol,11.85,105.28,1,6,5,High,Clear,311.44,120.0,244.92,18.496,2523.96,13.415,Poor
Medinipur,West Bengal,Haldia,West Bengal,113.14,Hatchback,Diesel,18.85,108.15,3,10,11,High,Cloudy,151.09,150.0,135.84,6.992,1126.0,9.952,Average
Medinipur,West Bengal,Haldia,West Bengal,110.39,Hatchback,Petrol,16.13,112.32,3,10,4,High,Clear,115.49,150.0,135.67,7.973,1223.43,11.083,Poor
Medinipur,West Bengal,Haldia,West Bengal,116.27,Sedan,Petrol,15.85,115.3,3,10,12,Low,Fog,199.85,0.0,106.32,6.925,1084.21,9.325,Average
Medinipur,West Bengal,Haldia,West Bengal,99.61,Sedan,Petrol,16.32,110.45,2,8,11,Medium,Clear,126.95,150.0,108.96,6.378,1062.86,10.67,Poor
Medinipur,West Bengal,Haldia,West Bengal,116.96,SUV,Petrol,9.29,115.78,4,20,3,High,Rain,186.1,60.0,147.82,14.667,2023.3,17.299,Poor
Teni,Tamil Nadu,Neyveli,Tamil Nadu,322.03,SUV,Petrol,10.01,107.49,3,1,4,Low,Fog,296.95,40.0,307.02,30.369,3836.82,11.914,Poor
Teni,Tamil Nadu,Neyveli,Tamil Nadu,365.02,SUV,Petrol,12.24,107.72,2,21,10,Medium,Clear,625.82,80.0,378.06,31.164,4320.68,11.837,Poor
Teni,Tamil Nadu,Neyveli,Tamil Nadu,350.15,Hatchback,Petrol,16.48,109.91,1,21,7,High,Clear,400.32,150.0,429.05,24.753,3471.28,9.914,Average
